Timestamp,Temperature(째C)_mean,Temperature(째C)_max,Temperature(째C)_min,Temperature(째C)_std,Humidity(%)_mean,Humidity(%)_max,Humidity(%)_min,Humidity(%)_std,SoundLevel(dB)_mean,SoundLevel(dB)_max,SoundLevel(dB)_min,SoundLevel(dB)_std,MachineHealth_<lambda>
2025-06-03 05:00:00,,,,,,,,,,,,,Unknown
2025-06-03 06:00:00,,,,,,,,,,,,,Unknown
2025-06-03 07:00:00,,,,,,,,,,,,,Unknown
2025-06-03 08:00:00,,,,,,,,,,,,,Unknown
2025-06-03 09:00:00,,,,,,,,,,,,,Unknown
2025-06-03 10:00:00,,,,,,,,,,,,,Unknown
2025-06-03 11:00:00,,,,,,,,,,,,,Unknown
2025-06-03 12:00:00,,,,,,,,,,,,,Unknown
2025-06-03 13:00:00,,,,,,,,,,,,,Unknown
2025-06-03 14:00:00,,,,,,,,,,,,,Unknown
2025-06-03 15:00:00,,,,,,,,,,,,,Unknown
2025-06-03 16:00:00,,,,,,,,,,,,,Unknown
2025-06-03 17:00:00,,,,,,,,,,,,,Unknown
2025-06-03 18:00:00,,,,,,,,,,,,,Unknown
2025-06-03 19:00:00,,,,,,,,,,,,,Unknown
2025-06-03 20:00:00,,,,,,,,,,,,,Unknown
2025-06-03 21:00:00,,,,,,,,,,,,,Unknown
2025-06-03 22:00:00,,,,,,,,,,,,,Unknown
2025-06-03 23:00:00,,,,,,,,,,,,,Unknown
2025-06-04 00:00:00,,,,,,,,,,,,,Unknown
2025-06-04 01:00:00,,,,,,,,,,,,,Unknown
2025-06-04 02:00:00,,,,,,,,,,,,,Unknown
2025-06-04 03:00:00,,,,,,,,,,,,,Unknown
2025-06-04 04:00:00,,,,,,,,,,,,,Unknown
2025-06-04 05:00:00,,,,,,,,,,,,,Unknown
2025-06-04 06:00:00,,,,,,,,,,,,,Unknown
2025-06-04 07:00:00,,,,,,,,,,,,,Unknown
2025-06-04 08:00:00,,,,,,,,,,,,,Unknown
2025-06-04 09:00:00,,,,,,,,,,,,,Unknown
2025-06-04 10:00:00,,,,,,,,,,,,,Unknown
2025-06-04 11:00:00,,,,,,,,,,,,,Unknown
2025-06-04 12:00:00,,,,,,,,,,,,,Unknown
2025-06-04 13:00:00,,,,,,,,,,,,,Unknown
2025-06-04 14:00:00,,,,,,,,,,,,,Unknown
2025-06-04 15:00:00,,,,,,,,,,,,,Unknown
2025-06-04 16:00:00,,,,,,,,,,,,,Unknown
2025-06-04 17:00:00,,,,,,,,,,,,,Unknown
2025-06-04 18:00:00,,,,,,,,,,,,,Unknown
2025-06-04 19:00:00,,,,,,,,,,,,,Unknown
2025-06-04 20:00:00,,,,,,,,,,,,,Unknown
2025-06-04 21:00:00,,,,,,,,,,,,,Unknown
2025-06-04 22:00:00,,,,,,,,,,,,,Unknown
2025-06-04 23:00:00,,,,,,,,,,,,,Unknown
2025-06-05 00:00:00,,,,,,,,,,,,,Unknown
2025-06-05 01:00:00,,,,,,,,,,,,,Unknown
2025-06-05 02:00:00,,,,,,,,,,,,,Unknown
2025-06-05 03:00:00,,,,,,,,,,,,,Unknown
2025-06-05 04:00:00,,,,,,,,,,,,,Unknown
2025-06-05 05:00:00,,,,,,,,,,,,,Unknown
2025-06-05 06:00:00,,,,,,,,,,,,,Unknown
2025-06-05 07:00:00,,,,,,,,,,,,,Unknown
2025-06-05 08:00:00,,,,,,,,,,,,,Unknown
2025-06-05 09:00:00,,,,,,,,,,,,,Unknown
2025-06-05 10:00:00,,,,,,,,,,,,,Unknown
2025-06-05 11:00:00,,,,,,,,,,,,,Unknown
2025-06-05 12:00:00,,,,,,,,,,,,,Unknown
2025-06-05 13:00:00,,,,,,,,,,,,,Unknown
2025-06-05 14:00:00,,,,,,,,,,,,,Unknown
2025-06-05 15:00:00,,,,,,,,,,,,,Unknown
2025-06-05 16:00:00,,,,,,,,,,,,,Unknown
2025-06-05 17:00:00,,,,,,,,,,,,,Unknown
2025-06-05 18:00:00,,,,,,,,,,,,,Unknown
2025-06-05 19:00:00,,,,,,,,,,,,,Unknown
2025-06-05 20:00:00,,,,,,,,,,,,,Unknown
2025-06-05 21:00:00,,,,,,,,,,,,,Unknown
2025-06-05 22:00:00,,,,,,,,,,,,,Unknown
2025-06-05 23:00:00,,,,,,,,,,,,,Unknown
2025-06-06 00:00:00,,,,,,,,,,,,,Unknown
2025-06-06 01:00:00,,,,,,,,,,,,,Unknown
2025-06-06 02:00:00,,,,,,,,,,,,,Unknown
2025-06-06 03:00:00,,,,,,,,,,,,,Unknown
2025-06-06 04:00:00,,,,,,,,,,,,,Unknown
2025-06-06 05:00:00,,,,,,,,,,,,,Unknown
2025-06-06 06:00:00,,,,,,,,,,,,,Unknown
2025-06-06 07:00:00,,,,,,,,,,,,,Unknown
2025-06-06 08:00:00,,,,,,,,,,,,,Unknown
2025-06-06 09:00:00,,,,,,,,,,,,,Unknown
2025-06-06 10:00:00,,,,,,,,,,,,,Unknown
2025-06-06 11:00:00,,,,,,,,,,,,,Unknown
2025-06-06 12:00:00,,,,,,,,,,,,,Unknown
2025-06-06 13:00:00,,,,,,,,,,,,,Unknown
2025-06-06 14:00:00,,,,,,,,,,,,,Unknown
2025-06-06 15:00:00,,,,,,,,,,,,,Unknown
2025-06-06 16:00:00,,,,,,,,,,,,,Unknown
2025-06-06 17:00:00,,,,,,,,,,,,,Unknown
2025-06-06 18:00:00,,,,,,,,,,,,,Unknown
2025-06-06 19:00:00,,,,,,,,,,,,,Unknown
2025-06-06 20:00:00,,,,,,,,,,,,,Unknown
2025-06-06 21:00:00,,,,,,,,,,,,,Unknown
2025-06-06 22:00:00,,,,,,,,,,,,,Unknown
2025-06-06 23:00:00,,,,,,,,,,,,,Unknown
2025-06-07 00:00:00,,,,,,,,,,,,,Unknown
2025-06-07 01:00:00,,,,,,,,,,,,,Unknown
2025-06-07 02:00:00,,,,,,,,,,,,,Unknown
2025-06-07 03:00:00,,,,,,,,,,,,,Unknown
2025-06-07 04:00:00,,,,,,,,,,,,,Unknown
2025-06-07 05:00:00,,,,,,,,,,,,,Unknown
2025-06-07 06:00:00,,,,,,,,,,,,,Unknown
2025-06-07 07:00:00,,,,,,,,,,,,,Unknown
2025-06-07 08:00:00,,,,,,,,,,,,,Unknown
2025-06-07 09:00:00,,,,,,,,,,,,,Unknown
2025-06-07 10:00:00,,,,,,,,,,,,,Unknown
2025-06-07 11:00:00,,,,,,,,,,,,,Unknown
2025-06-07 12:00:00,,,,,,,,,,,,,Unknown
2025-06-07 13:00:00,,,,,,,,,,,,,Unknown
2025-06-07 14:00:00,,,,,,,,,,,,,Unknown
2025-06-07 15:00:00,,,,,,,,,,,,,Unknown
2025-06-07 16:00:00,,,,,,,,,,,,,Unknown
2025-06-07 17:00:00,,,,,,,,,,,,,Unknown
2025-06-07 18:00:00,,,,,,,,,,,,,Unknown
2025-06-07 19:00:00,,,,,,,,,,,,,Unknown
2025-06-07 20:00:00,,,,,,,,,,,,,Unknown
2025-06-07 21:00:00,,,,,,,,,,,,,Unknown
2025-06-07 22:00:00,,,,,,,,,,,,,Unknown
2025-06-07 23:00:00,,,,,,,,,,,,,Unknown
2025-06-08 00:00:00,,,,,,,,,,,,,Unknown
2025-06-08 01:00:00,,,,,,,,,,,,,Unknown
2025-06-08 02:00:00,,,,,,,,,,,,,Unknown
2025-06-08 03:00:00,,,,,,,,,,,,,Unknown
2025-06-08 04:00:00,,,,,,,,,,,,,Unknown
2025-06-08 05:00:00,,,,,,,,,,,,,Unknown
2025-06-08 06:00:00,,,,,,,,,,,,,Unknown
2025-06-08 07:00:00,,,,,,,,,,,,,Unknown
2025-06-08 08:00:00,,,,,,,,,,,,,Unknown
2025-06-08 09:00:00,,,,,,,,,,,,,Unknown
2025-06-08 10:00:00,,,,,,,,,,,,,Unknown
2025-06-08 11:00:00,,,,,,,,,,,,,Unknown
2025-06-08 12:00:00,,,,,,,,,,,,,Unknown
2025-06-08 13:00:00,,,,,,,,,,,,,Unknown
2025-06-08 14:00:00,,,,,,,,,,,,,Unknown
2025-06-08 15:00:00,,,,,,,,,,,,,Unknown
2025-06-08 16:00:00,,,,,,,,,,,,,Unknown
2025-06-08 17:00:00,,,,,,,,,,,,,Unknown
2025-06-08 18:00:00,,,,,,,,,,,,,Unknown
2025-06-08 19:00:00,,,,,,,,,,,,,Unknown
2025-06-08 20:00:00,,,,,,,,,,,,,Unknown
2025-06-08 21:00:00,,,,,,,,,,,,,Unknown
2025-06-08 22:00:00,,,,,,,,,,,,,Unknown
2025-06-08 23:00:00,,,,,,,,,,,,,Unknown
2025-06-09 00:00:00,,,,,,,,,,,,,Unknown
2025-06-09 01:00:00,,,,,,,,,,,,,Unknown
2025-06-09 02:00:00,,,,,,,,,,,,,Unknown
2025-06-09 03:00:00,,,,,,,,,,,,,Unknown
2025-06-09 04:00:00,,,,,,,,,,,,,Unknown
2025-06-09 05:00:00,,,,,,,,,,,,,Unknown
2025-06-09 06:00:00,,,,,,,,,,,,,Unknown
2025-06-09 07:00:00,,,,,,,,,,,,,Unknown
2025-06-09 08:00:00,,,,,,,,,,,,,Unknown
2025-06-09 09:00:00,,,,,,,,,,,,,Unknown
2025-06-09 10:00:00,,,,,,,,,,,,,Unknown
2025-06-09 11:00:00,,,,,,,,,,,,,Unknown
2025-06-09 12:00:00,,,,,,,,,,,,,Unknown
2025-06-09 13:00:00,,,,,,,,,,,,,Unknown
2025-06-09 14:00:00,,,,,,,,,,,,,Unknown
2025-06-09 15:00:00,,,,,,,,,,,,,Unknown
2025-06-09 16:00:00,,,,,,,,,,,,,Unknown
2025-06-09 17:00:00,,,,,,,,,,,,,Unknown
2025-06-09 18:00:00,,,,,,,,,,,,,Unknown
2025-06-09 19:00:00,,,,,,,,,,,,,Unknown
2025-06-09 20:00:00,,,,,,,,,,,,,Unknown
2025-06-09 21:00:00,,,,,,,,,,,,,Unknown
2025-06-09 22:00:00,,,,,,,,,,,,,Unknown
2025-06-09 23:00:00,,,,,,,,,,,,,Unknown
2025-06-10 00:00:00,,,,,,,,,,,,,Unknown
2025-06-10 01:00:00,,,,,,,,,,,,,Unknown
2025-06-10 02:00:00,,,,,,,,,,,,,Unknown
2025-06-10 03:00:00,,,,,,,,,,,,,Unknown
2025-06-10 04:00:00,,,,,,,,,,,,,Unknown
2025-06-10 05:00:00,,,,,,,,,,,,,Unknown
2025-06-10 06:00:00,,,,,,,,,,,,,Unknown
2025-06-10 07:00:00,,,,,,,,,,,,,Unknown
2025-06-10 08:00:00,,,,,,,,,,,,,Unknown
2025-06-10 09:00:00,,,,,,,,,,,,,Unknown
2025-06-10 10:00:00,,,,,,,,,,,,,Unknown
2025-06-10 11:00:00,,,,,,,,,,,,,Unknown
2025-06-10 12:00:00,,,,,,,,,,,,,Unknown
2025-06-10 13:00:00,,,,,,,,,,,,,Unknown
2025-06-10 14:00:00,,,,,,,,,,,,,Unknown
2025-06-10 15:00:00,,,,,,,,,,,,,Unknown
2025-06-10 16:00:00,,,,,,,,,,,,,Unknown
2025-06-10 17:00:00,,,,,,,,,,,,,Unknown
2025-06-10 18:00:00,,,,,,,,,,,,,Unknown
2025-06-10 19:00:00,,,,,,,,,,,,,Unknown
2025-06-10 20:00:00,,,,,,,,,,,,,Unknown
2025-06-10 21:00:00,,,,,,,,,,,,,Unknown
2025-06-10 22:00:00,,,,,,,,,,,,,Unknown
2025-06-10 23:00:00,,,,,,,,,,,,,Unknown
2025-06-11 00:00:00,,,,,,,,,,,,,Unknown
2025-06-11 01:00:00,,,,,,,,,,,,,Unknown
2025-06-11 02:00:00,,,,,,,,,,,,,Unknown
2025-06-11 03:00:00,,,,,,,,,,,,,Unknown
2025-06-11 04:00:00,,,,,,,,,,,,,Unknown
2025-06-11 05:00:00,,,,,,,,,,,,,Unknown
2025-06-11 06:00:00,,,,,,,,,,,,,Unknown
2025-06-11 07:00:00,,,,,,,,,,,,,Unknown
2025-06-11 08:00:00,,,,,,,,,,,,,Unknown
2025-06-11 09:00:00,,,,,,,,,,,,,Unknown
2025-06-11 10:00:00,,,,,,,,,,,,,Unknown
2025-06-11 11:00:00,,,,,,,,,,,,,Unknown
2025-06-11 12:00:00,,,,,,,,,,,,,Unknown
2025-06-11 13:00:00,,,,,,,,,,,,,Unknown
2025-06-11 14:00:00,,,,,,,,,,,,,Unknown
2025-06-11 15:00:00,,,,,,,,,,,,,Unknown
2025-06-11 16:00:00,,,,,,,,,,,,,Unknown
2025-06-11 17:00:00,,,,,,,,,,,,,Unknown
2025-06-11 18:00:00,,,,,,,,,,,,,Unknown
2025-06-11 19:00:00,,,,,,,,,,,,,Unknown
2025-06-11 20:00:00,,,,,,,,,,,,,Unknown
2025-06-11 21:00:00,,,,,,,,,,,,,Unknown
2025-06-11 22:00:00,,,,,,,,,,,,,Unknown
2025-06-11 23:00:00,,,,,,,,,,,,,Unknown
2025-06-12 00:00:00,,,,,,,,,,,,,Unknown
2025-06-12 01:00:00,,,,,,,,,,,,,Unknown
2025-06-12 02:00:00,,,,,,,,,,,,,Unknown
2025-06-12 03:00:00,,,,,,,,,,,,,Unknown
2025-06-12 04:00:00,,,,,,,,,,,,,Unknown
2025-06-12 05:00:00,,,,,,,,,,,,,Unknown
2025-06-12 06:00:00,,,,,,,,,,,,,Unknown
2025-06-12 07:00:00,,,,,,,,,,,,,Unknown
2025-06-12 08:00:00,,,,,,,,,,,,,Unknown
2025-06-12 09:00:00,,,,,,,,,,,,,Unknown
2025-06-12 10:00:00,,,,,,,,,,,,,Unknown
2025-06-12 11:00:00,,,,,,,,,,,,,Unknown
2025-06-12 12:00:00,,,,,,,,,,,,,Unknown
2025-06-12 13:00:00,,,,,,,,,,,,,Unknown
2025-06-12 14:00:00,,,,,,,,,,,,,Unknown
2025-06-12 15:00:00,,,,,,,,,,,,,Unknown
2025-06-12 16:00:00,,,,,,,,,,,,,Unknown
2025-06-12 17:00:00,,,,,,,,,,,,,Unknown
2025-06-12 18:00:00,,,,,,,,,,,,,Unknown
2025-06-12 19:00:00,,,,,,,,,,,,,Unknown
2025-06-12 20:00:00,,,,,,,,,,,,,Unknown
2025-06-12 21:00:00,,,,,,,,,,,,,Unknown
2025-06-12 22:00:00,,,,,,,,,,,,,Unknown
2025-06-12 23:00:00,,,,,,,,,,,,,Unknown
2025-06-13 00:00:00,,,,,,,,,,,,,Unknown
2025-06-13 01:00:00,,,,,,,,,,,,,Unknown
2025-06-13 02:00:00,,,,,,,,,,,,,Unknown
2025-06-13 03:00:00,,,,,,,,,,,,,Unknown
2025-06-13 04:00:00,,,,,,,,,,,,,Unknown
2025-06-13 05:00:00,,,,,,,,,,,,,Unknown
2025-06-13 06:00:00,,,,,,,,,,,,,Unknown
2025-06-13 07:00:00,,,,,,,,,,,,,Unknown
2025-06-13 08:00:00,,,,,,,,,,,,,Unknown
2025-06-13 09:00:00,,,,,,,,,,,,,Unknown
2025-06-13 10:00:00,,,,,,,,,,,,,Unknown
2025-06-13 11:00:00,,,,,,,,,,,,,Unknown
2025-06-13 12:00:00,,,,,,,,,,,,,Unknown
2025-06-13 13:00:00,,,,,,,,,,,,,Unknown
2025-06-13 14:00:00,,,,,,,,,,,,,Unknown
2025-06-13 15:00:00,,,,,,,,,,,,,Unknown
2025-06-13 16:00:00,,,,,,,,,,,,,Unknown
2025-06-13 17:00:00,,,,,,,,,,,,,Unknown
2025-06-13 18:00:00,,,,,,,,,,,,,Unknown
2025-06-13 19:00:00,,,,,,,,,,,,,Unknown
2025-06-13 20:00:00,,,,,,,,,,,,,Unknown
2025-06-13 21:00:00,,,,,,,,,,,,,Unknown
2025-06-13 22:00:00,,,,,,,,,,,,,Unknown
2025-06-13 23:00:00,,,,,,,,,,,,,Unknown
2025-06-14 00:00:00,,,,,,,,,,,,,Unknown
2025-06-14 01:00:00,,,,,,,,,,,,,Unknown
2025-06-14 02:00:00,,,,,,,,,,,,,Unknown
2025-06-14 03:00:00,,,,,,,,,,,,,Unknown
2025-06-14 04:00:00,,,,,,,,,,,,,Unknown
2025-06-14 05:00:00,,,,,,,,,,,,,Unknown
2025-06-14 06:00:00,,,,,,,,,,,,,Unknown
2025-06-14 07:00:00,,,,,,,,,,,,,Unknown
2025-06-14 08:00:00,,,,,,,,,,,,,Unknown
2025-06-14 09:00:00,,,,,,,,,,,,,Unknown
2025-06-14 10:00:00,,,,,,,,,,,,,Unknown
2025-06-14 11:00:00,,,,,,,,,,,,,Unknown
2025-06-14 12:00:00,,,,,,,,,,,,,Unknown
2025-06-14 13:00:00,,,,,,,,,,,,,Unknown
2025-06-14 14:00:00,,,,,,,,,,,,,Unknown
2025-06-14 15:00:00,,,,,,,,,,,,,Unknown
2025-06-14 16:00:00,,,,,,,,,,,,,Unknown
2025-06-14 17:00:00,,,,,,,,,,,,,Unknown
2025-06-14 18:00:00,,,,,,,,,,,,,Unknown
2025-06-14 19:00:00,,,,,,,,,,,,,Unknown
2025-06-14 20:00:00,,,,,,,,,,,,,Unknown
2025-06-14 21:00:00,,,,,,,,,,,,,Unknown
2025-06-14 22:00:00,,,,,,,,,,,,,Unknown
2025-06-14 23:00:00,,,,,,,,,,,,,Unknown
2025-06-15 00:00:00,,,,,,,,,,,,,Unknown
2025-06-15 01:00:00,,,,,,,,,,,,,Unknown
2025-06-15 02:00:00,,,,,,,,,,,,,Unknown
2025-06-15 03:00:00,,,,,,,,,,,,,Unknown
2025-06-15 04:00:00,,,,,,,,,,,,,Unknown
2025-06-15 05:00:00,,,,,,,,,,,,,Unknown
2025-06-15 06:00:00,,,,,,,,,,,,,Unknown
2025-06-15 07:00:00,,,,,,,,,,,,,Unknown
2025-06-15 08:00:00,,,,,,,,,,,,,Unknown
2025-06-15 09:00:00,,,,,,,,,,,,,Unknown
2025-06-15 10:00:00,,,,,,,,,,,,,Unknown
2025-06-15 11:00:00,,,,,,,,,,,,,Unknown
2025-06-15 12:00:00,,,,,,,,,,,,,Unknown
2025-06-15 13:00:00,,,,,,,,,,,,,Unknown
2025-06-15 14:00:00,,,,,,,,,,,,,Unknown
2025-06-15 15:00:00,,,,,,,,,,,,,Unknown
2025-06-15 16:00:00,,,,,,,,,,,,,Unknown
2025-06-15 17:00:00,,,,,,,,,,,,,Unknown
2025-06-15 18:00:00,,,,,,,,,,,,,Unknown
2025-06-15 19:00:00,,,,,,,,,,,,,Unknown
2025-06-15 20:00:00,,,,,,,,,,,,,Unknown
2025-06-15 21:00:00,35.9431216931217,50.0,0.0,5.852784396284861,71.88544973544974,82.0,0.0,9.9273688583492,1.3597883597883598,24.0,0.0,4.404322925552031,Bad
2025-06-15 22:00:00,40.13594470046083,49.9,0.0,6.13041885439006,69.58940092165898,79.8,0.0,7.3088814637093895,0.0,0.0,0.0,0.0,Bad
2025-06-15 23:00:00,,,,,,,,,,,,,Unknown
2025-06-16 00:00:00,,,,,,,,,,,,,Unknown
2025-06-16 01:00:00,,,,,,,,,,,,,Unknown
2025-06-16 02:00:00,,,,,,,,,,,,,Unknown
2025-06-16 03:00:00,,,,,,,,,,,,,Unknown
2025-06-16 04:00:00,,,,,,,,,,,,,Unknown
2025-06-16 05:00:00,,,,,,,,,,,,,Unknown
2025-06-16 06:00:00,,,,,,,,,,,,,Unknown
2025-06-16 07:00:00,,,,,,,,,,,,,Unknown
2025-06-16 08:00:00,,,,,,,,,,,,,Unknown
2025-06-16 09:00:00,,,,,,,,,,,,,Unknown
2025-06-16 10:00:00,,,,,,,,,,,,,Unknown
2025-06-16 11:00:00,,,,,,,,,,,,,Unknown
2025-06-16 12:00:00,,,,,,,,,,,,,Unknown
2025-06-16 13:00:00,,,,,,,,,,,,,Unknown
2025-06-16 14:00:00,,,,,,,,,,,,,Unknown
2025-06-16 15:00:00,,,,,,,,,,,,,Unknown
2025-06-16 16:00:00,,,,,,,,,,,,,Unknown
2025-06-16 17:00:00,,,,,,,,,,,,,Unknown
2025-06-16 18:00:00,,,,,,,,,,,,,Unknown
2025-06-16 19:00:00,,,,,,,,,,,,,Unknown
2025-06-16 20:00:00,,,,,,,,,,,,,Unknown
2025-06-16 21:00:00,,,,,,,,,,,,,Unknown
2025-06-16 22:00:00,,,,,,,,,,,,,Unknown
2025-06-16 23:00:00,,,,,,,,,,,,,Unknown
2025-06-17 00:00:00,,,,,,,,,,,,,Unknown
2025-06-17 01:00:00,,,,,,,,,,,,,Unknown
2025-06-17 02:00:00,,,,,,,,,,,,,Unknown
2025-06-17 03:00:00,,,,,,,,,,,,,Unknown
2025-06-17 04:00:00,,,,,,,,,,,,,Unknown
2025-06-17 05:00:00,,,,,,,,,,,,,Unknown
2025-06-17 06:00:00,,,,,,,,,,,,,Unknown
2025-06-17 07:00:00,,,,,,,,,,,,,Unknown
2025-06-17 08:00:00,,,,,,,,,,,,,Unknown
2025-06-17 09:00:00,,,,,,,,,,,,,Unknown
2025-06-17 10:00:00,,,,,,,,,,,,,Unknown
2025-06-17 11:00:00,,,,,,,,,,,,,Unknown
2025-06-17 12:00:00,,,,,,,,,,,,,Unknown
2025-06-17 13:00:00,,,,,,,,,,,,,Unknown
2025-06-17 14:00:00,,,,,,,,,,,,,Unknown
2025-06-17 15:00:00,,,,,,,,,,,,,Unknown
2025-06-17 16:00:00,,,,,,,,,,,,,Unknown
2025-06-17 17:00:00,,,,,,,,,,,,,Unknown
2025-06-17 18:00:00,,,,,,,,,,,,,Unknown
2025-06-17 19:00:00,,,,,,,,,,,,,Unknown
2025-06-17 20:00:00,,,,,,,,,,,,,Unknown
2025-06-17 21:00:00,39.54228187919463,50.0,0.0,6.345163951282575,69.73154362416108,79.8,0.0,8.021475291015223,0.0,0.0,0.0,0.0,
2025-06-17 22:00:00,38.095588235294116,65.6,30.0,7.059859916235906,73.83529411764707,98.0,60.9,9.907388539539461,2.6470588235294117,127.0,0.0,15.85547102326583,
2025-06-17 23:00:00,,,,,,,,,,,,,Unknown
2025-06-18 00:00:00,38.51900826446281,50.0,0.0,8.511084087329756,67.8297520661157,80.0,0.0,12.02714738018468,0.0,0.0,0.0,0.0,
2025-06-18 01:00:00,30.94463276836158,49.1,0.0,3.6314704106618296,87.50141242937853,94.0,0.0,12.32625302272058,0.748587570621469,65.0,0.0,4.805162560675685,Bad
2025-06-18 02:00:00,32.463614457831326,38.0,28.9,3.699641116657269,78.84096385542169,98.0,52.0,19.273489565590406,0.4433734939759036,21.0,0.0,2.0074855550875355,Bad
2025-06-18 03:00:00,,,,,,,,,,,,,Unknown
2025-06-18 04:00:00,,,,,,,,,,,,,Unknown
2025-06-18 05:00:00,,,,,,,,,,,,,Unknown
2025-06-18 06:00:00,,,,,,,,,,,,,Unknown
2025-06-18 07:00:00,,,,,,,,,,,,,Unknown
2025-06-18 08:00:00,29.493750000000002,29.8,29.3,0.22562777917810084,98.0,98.0,98.0,0.0,0.4895833333333333,11.0,0.0,1.5960133996711383,Bad
2025-06-18 09:00:00,,,,,,,,,,,,,Unknown
2025-06-18 10:00:00,,,,,,,,,,,,,Unknown
2025-06-18 11:00:00,,,,,,,,,,,,,Unknown
2025-06-18 12:00:00,,,,,,,,,,,,,Unknown
2025-06-18 13:00:00,30.871111111111112,31.3,30.2,0.3888340509676585,84.88888888888889,89.0,83.0,1.7738276822917831,1.0444444444444445,15.0,0.0,3.211878206931517,Bad
2025-06-18 14:00:00,31.75621301775148,35.2,30.2,1.0534554596789412,82.73372781065089,98.0,73.0,4.351757209446103,0.34911242603550297,19.0,0.0,1.6583613643059179,Bad
